hour,temp,holiday,weather_main,traffic_volume
12,26,0,Rain,63
2,27,1,Clouds,64
6,30,1,Rain,90
1,26,0,Snow,48
6,23,1,Clouds,74
13,15,1,Snow,46
6,25,1,Clear,36
4,16,1,Snow,97
22,25,0,Clouds,17
1,30,1,Clear,21
4,23,1,Clouds,43
3,35,0,Clouds,34
21,16,1,Clouds,55
15,26,1,Clear,32
9,26,0,Snow,75
10,23,0,Snow,61
21,23,1,Clouds,73
11,33,1,Rain,29
20,21,0,Clouds,66
18,17,0,Clouds,95
2,25,0,Clear,77
19,25,1,Rain,69
11,25,1,Rain,18
21,22,1,Snow,15
6,32,1,Rain,97
6,29,0,Clouds,63
16,30,0,Clouds,77
18,25,1,Clear,11
2,16,1,Clear,70
15,28,1,Rain,17
17,29,1,Snow,37
7,32,0,Clear,99
20,24,1,Snow,75
9,29,1,Rain,92
19,21,0,Clouds,97
11,34,0,Snow,33
5,29,1,Clouds,35
2,22,1,Rain,65
1,15,0,Rain,41
20,17,0,Clear,77
21,19,0,Clear,79
6,17,1,Clouds,14
7,15,0,Rain,19
21,26,1,Clear,12
16,20,0,Clear,17
15,34,0,Clear,34
20,20,0,Rain,46
22,32,0,Clear,19
0,27,1,Snow,99
2,23,1,Rain,21
16,30,0,Clouds,67
15,26,0,Snow,64
16,15,0,Clouds,37
0,16,1,Rain,81
15,29,0,Snow,47
8,33,0,Clear,10
11,18,0,Clouds,89
6,17,0,Snow,67
16,16,0,Clear,33
17,20,1,Rain,61
13,15,1,Rain,50
11,28,1,Clear,73
11,27,0,Snow,57
20,30,1,Clear,96
12,23,1,Rain,92
10,26,0,Rain,15
18,33,1,Clouds,34
11,23,1,Snow,12
16,24,1,Rain,31
20,19,1,Snow,44
19,22,1,Rain,32
9,18,1,Clear,24
22,21,0,Clouds,80
10,21,1,Clouds,83
4,33,0,Rain,83
17,35,0,Rain,75
3,24,0,Clear,71
8,30,1,Rain,44
17,15,1,Clouds,16
9,19,1,Rain,77
7,30,0,Clouds,86
18,18,1,Rain,65
10,22,0,Rain,84
9,21,1,Rain,24
14,18,0,Snow,21
17,19,0,Rain,93
3,29,0,Snow,72
8,15,0,Clouds,35
13,18,0,Rain,54
18,21,1,Snow,27
0,24,0,Rain,65
2,22,1,Clear,20
0,24,1,Clear,49
8,29,0,Snow,41
22,22,0,Clear,19
19,26,0,Rain,88
3,28,1,Snow,68
16,16,1,Snow,24
18,24,0,Snow,94
23,29,0,Clear,41
9,18,0,Rain,29
3,29,0,Rain,30
17,20,0,Snow,22
2,30,1,Snow,29
7,34,0,Rain,63
11,24,1,Clear,61
11,35,1,Clear,93
0,32,1,Snow,64
7,21,1,Snow,40
9,33,1,Snow,24
2,19,0,Snow,79
18,34,0,Snow,94
12,27,1,Clear,20
2,32,1,Snow,73
20,27,1,Snow,68
3,24,1,Rain,70
17,17,1,Snow,46
0,33,1,Snow,45
11,23,0,Rain,41
23,21,0,Clouds,100
15,34,0,Rain,74
0,22,0,Rain,36
7,17,0,Rain,42
1,28,0,Clouds,31
12,26,0,Rain,62
21,23,1,Rain,76
17,21,1,Clouds,100
8,22,1,Clouds,31
14,31,1,Clouds,70
20,22,1,Clear,57
1,29,0,Snow,55
2,23,1,Clear,29
11,20,0,Snow,23
18,35,0,Clear,78
21,32,1,Rain,86
20,27,1,Rain,28
9,33,1,Rain,26
0,19,1,Clear,20
7,23,1,Rain,89
22,19,0,Clear,21
9,23,1,Snow,19
19,33,1,Clouds,92
16,32,0,Clear,69
13,25,0,Clouds,96
11,22,0,Rain,68
8,15,1,Clouds,65
21,25,1,Snow,55
13,31,0,Clear,92
9,26,1,Clouds,69
14,25,1,Clear,57
16,15,0,Clear,94
10,30,0,Clouds,39
22,24,0,Rain,90
20,18,0,Snow,100
2,18,0,Clear,25
22,15,1,Clouds,54
1,28,1,Clouds,99
20,26,1,Snow,11
18,16,0,Rain,68
23,20,1,Clouds,83
17,32,0,Rain,33
7,31,0,Rain,40
13,29,0,Rain,99
16,26,0,Clouds,50
3,33,0,Clear,21
4,30,0,Clear,41
5,15,1,Clear,12
20,25,1,Rain,19
10,25,0,Clouds,68
2,28,0,Clear,31
19,18,0,Clouds,99
2,17,1,Rain,61
1,21,0,Clear,85
17,19,1,Clouds,38
18,35,0,Clear,24
13,15,0,Rain,98
22,31,0,Clear,27
2,16,1,Rain,54
7,31,0,Snow,67
23,30,0,Clouds,23
7,30,0,Rain,58
9,15,0,Snow,93
18,24,0,Snow,62
9,26,0,Snow,15
23,32,0,Rain,52
21,35,1,Rain,82
4,18,1,Snow,50
16,26,1,Clouds,65
20,27,1,Clear,77
11,30,1,Clouds,54
16,28,1,Rain,62
7,30,0,Clouds,56
10,17,0,Clear,96
12,31,1,Clear,85
6,23,0,Snow,17
14,28,0,Clouds,20
22,32,0,Snow,88
5,16,0,Clouds,59
16,26,1,Snow,88
7,15,1,Snow,14
4,25,1,Clear,54
12,15,0,Clear,32
12,21,1,Clouds,69
18,16,1,Clouds,94
15,21,0,Rain,48
22,33,1,Rain,49
14,28,0,Rain,12
17,19,0,Snow,28
12,23,1,Clear,70
1,34,1,Rain,95
14,20,0,Rain,57
4,26,0,Clouds,73
2,35,1,Snow,49
14,32,1,Snow,75
10,16,1,Clear,90
18,19,1,Snow,48
6,24,1,Clouds,56
10,17,0,Clear,79
2,30,1,Clouds,87
17,35,0,Clouds,83
12,33,1,Clouds,27
7,35,0,Snow,82
15,26,0,Clouds,37
5,25,1,Snow,38
0,35,1,Clouds,64
10,22,1,Clear,97
11,15,1,Clear,27
19,24,1,Snow,79
3,20,0,Clouds,28
10,17,0,Snow,72
12,27,1,Clouds,62
19,32,1,Clear,87
21,20,0,Clouds,92
0,33,1,Clear,34
10,27,0,Snow,39
22,20,1,Snow,78
21,28,0,Rain,63
0,31,0,Snow,40
12,29,1,Rain,95
20,26,0,Clouds,44
3,26,0,Clouds,63
23,17,1,Rain,16
7,27,0,Snow,26
5,23,0,Rain,37
6,18,0,Clear,96
4,26,1,Rain,33
16,27,1,Rain,85
5,28,0,Clouds,41
4,33,0,Clear,20
22,27,0,Clear,23
19,35,1,Clouds,69
4,25,0,Snow,41
20,26,0,Snow,60
19,27,1,Clear,46
1,28,0,Snow,33
17,31,0,Snow,23
8,16,0,Clear,61
12,21,1,Clear,53
6,22,1,Clouds,23
13,21,1,Clouds,37
4,19,1,Clear,78
21,35,0,Clear,52
6,21,1,Snow,51
18,16,0,Clouds,63
10,17,1,Clouds,81
3,27,1,Clouds,63
1,33,0,Clear,69
18,25,0,Clear,50
15,21,0,Clear,89
18,17,1,Snow,93
3,27,1,Clear,40
21,22,1,Clear,38
19,27,0,Snow,23
5,15,0,Clear,26
9,16,0,Rain,67
0,18,0,Rain,85
10,30,0,Rain,17
2,30,1,Rain,46
21,23,0,Clouds,26
7,20,0,Snow,43
4,35,0,Clouds,95
17,15,1,Clear,39
5,15,1,Clouds,53
23,34,1,Rain,36
16,23,1,Clear,76
7,19,0,Clear,84
23,15,0,Snow,46
1,23,0,Rain,93
21,15,1,Clear,50
1,32,0,Clear,31
5,19,1,Snow,84
1,25,1,Rain,25
1,18,1,Snow,56
11,16,0,Clouds,22
18,20,0,Clear,52
19,18,0,Snow,30
5,22,1,Snow,60
7,25,0,Snow,24
23,15,0,Snow,47
4,19,0,Snow,37
17,18,0,Rain,84
6,26,1,Clouds,91
0,23,1,Clear,88
7,28,0,Clouds,86
4,25,1,Clear,59
14,21,0,Rain,63
18,28,1,Clear,36
11,19,1,Clouds,56
10,17,1,Snow,76
5,28,1,Snow,13
17,29,0,Snow,100
6,35,1,Rain,82
23,35,0,Snow,87
20,24,1,Clouds,85
2,25,1,Clouds,85
18,21,0,Snow,78
3,23,1,Clouds,79
23,15,1,Rain,86
18,26,1,Snow,97
17,23,0,Clouds,84
2,19,0,Rain,50
15,29,1,Rain,38
22,29,0,Clouds,81
21,16,1,Rain,82
9,22,0,Snow,87
2,22,0,Rain,84
14,30,0,Clouds,78
23,19,1,Clear,97
17,16,1,Clear,66
11,20,0,Clear,10
16,15,0,Rain,64
23,21,0,Clouds,58
19,17,1,Clear,47
13,16,0,Rain,87
0,32,0,Rain,26
1,22,1,Clouds,22
16,23,1,Clouds,33
23,15,1,Clouds,55
3,16,1,Rain,90
19,21,1,Clouds,25
3,26,0,Rain,53
20,28,1,Clouds,86
6,35,0,Clouds,64
13,31,0,Snow,95
8,23,1,Clear,23
10,35,0,Clouds,18
9,27,0,Clouds,92
16,16,0,Clear,69
21,35,0,Rain,76
0,29,1,Rain,62
14,27,1,Clear,50
10,33,1,Rain,53
12,16,0,Snow,49
14,28,1,Clear,13
23,31,1,Clear,66
3,15,0,Snow,52
21,20,0,Clouds,64
10,16,1,Clear,32
4,35,1,Rain,45
11,26,0,Clouds,99
8,29,1,Clear,48
8,18,0,Clouds,71
17,21,0,Clouds,42
13,27,1,Snow,29
4,31,0,Rain,11
16,19,1,Rain,69
5,21,1,Clear,85
6,17,1,Clouds,91
5,20,0,Rain,62
13,24,1,Snow,82
1,34,1,Clear,75
22,21,0,Clouds,34
8,28,1,Rain,18
10,15,0,Clouds,11
11,19,0,Rain,33
3,25,0,Rain,86
0,22,0,Snow,19
18,33,0,Clear,89
22,19,0,Snow,36
18,33,0,Clouds,24
9,25,0,Snow,35
14,18,0,Clouds,60
16,28,0,Clear,73
19,27,0,Clouds,87
1,21,0,Clouds,42
12,22,0,Rain,12
3,34,1,Clouds,79
22,33,1,Snow,72
21,31,1,Snow,91
0,34,0,Clouds,97
21,16,0,Snow,34
8,26,1,Snow,83
13,19,0,Clear,49
9,34,0,Rain,49
0,22,0,Snow,15
12,29,1,Rain,59
6,31,1,Snow,44
8,21,1,Rain,63
5,20,1,Clouds,89
14,30,0,Clear,45
13,27,0,Rain,83
14,31,1,Clouds,87
0,25,0,Clear,72
12,26,0,Rain,65
14,32,1,Rain,44
10,25,1,Clear,67
14,19,0,Rain,31
18,19,1,Clouds,59
23,27,1,Snow,35
7,20,1,Rain,96
18,18,1,Rain,29
6,25,1,Clouds,21
2,20,0,Clouds,86
6,30,0,Snow,87
19,25,0,Clouds,17
16,27,0,Clouds,23
2,15,0,Clouds,36
23,24,1,Clear,52
0,27,0,Clouds,58
10,24,1,Clear,70
2,35,0,Snow,84
2,32,1,Rain,52
18,24,1,Clouds,41
18,33,0,Clouds,41
21,25,0,Rain,86
1,25,0,Rain,37
10,28,1,Clear,48
3,24,0,Clear,22
8,24,1,Snow,66
20,19,1,Clear,99
10,18,0,Snow,13
3,33,0,Clear,29
11,26,0,Rain,44
22,16,1,Clouds,68
0,27,1,Rain,32
19,26,1,Clear,79
15,32,0,Rain,69
14,30,1,Rain,69
9,29,1,Clouds,70
3,19,0,Clouds,63
1,29,1,Snow,36
16,29,0,Clouds,41
6,34,0,Clouds,41
4,19,0,Clear,83
8,35,1,Snow,14
1,20,1,Snow,58
0,19,0,Clear,27
14,16,1,Clouds,88
10,31,0,Snow,76
10,22,0,Clouds,18
23,27,0,Clear,33
13,29,1,Clouds,31
3,21,0,Snow,22
12,30,0,Snow,55
14,31,1,Snow,22
12,30,0,Snow,97
17,17,0,Clear,32
1,33,0,Snow,67
13,32,0,Clear,99
16,30,1,Rain,66
5,17,1,Snow,42
17,24,1,Snow,46
23,25,1,Clear,83
1,28,1,Rain,72
8,21,0,Clear,51
6,33,1,Clouds,56
7,18,0,Rain,19
2,20,0,Clear,58
0,22,1,Rain,46
7,28,0,Rain,93
22,30,1,Rain,75
3,34,0,Clouds,65
11,31,0,Clear,27
14,29,1,Clouds,20
13,19,0,Snow,64
2,18,1,Clear,80
16,24,1,Clear,65
7,29,0,Rain,70
1,23,1,Snow,100
11,15,0,Snow,75
14,17,1,Clear,13
21,16,0,Clear,55
17,32,1,Rain,95
23,25,0,Clear,23
20,22,1,Clear,91
15,18,0,Snow,74
2,27,1,Clear,47
16,29,1,Rain,53
20,34,1,Clear,45
6,34,1,Rain,68
19,35,0,Rain,43
13,19,0,Clouds,25
20,35,1,Rain,94
23,32,0,Snow,29
18,30,0,Clear,56
21,28,0,Clear,93
23,17,0,Rain,99
1,24,0,Snow,34
13,15,1,Clear,35
12,24,0,Clear,65
6,35,1,Clouds,73
1,31,0,Rain,52
12,29,1,Clear,69
17,30,1,Snow,41
4,24,1,Clouds,71
13,31,0,Clear,32
17,22,1,Clouds,29
22,27,0,Snow,66
19,35,1,Clouds,45
10,34,1,Clear,47
12,19,1,Snow,31
9,25,1,Clear,48
4,30,1,Rain,41
21,30,1,Rain,41
22,22,1,Clouds,32
3,33,0,Snow,31
2,29,1,Rain,66
19,22,0,Clouds,37
6,23,0,Clouds,41
6,24,0,Clouds,17
9,15,0,Snow,73
0,29,0,Snow,43
9,27,0,Clouds,78
9,27,1,Clear,56
2,26,1,Clouds,57
7,29,1,Clear,58
3,22,0,Snow,68
18,23,1,Snow,57
10,27,0,Snow,75
18,29,1,Clear,12
23,17,1,Snow,66
15,27,0,Clouds,58
18,22,0,Clear,27
4,28,1,Snow,84
2,16,0,Clear,34
2,29,1,Clear,36
6,34,1,Snow,13
20,18,0,Clouds,79
17,17,0,Rain,14
14,24,1,Rain,37
15,27,1,Rain,90
3,16,1,Clear,43
5,15,1,Snow,47
9,15,1,Clear,55
9,20,0,Snow,84
0,30,1,Rain,67
12,17,0,Clouds,16
13,23,1,Rain,78
9,32,1,Clear,96
16,22,0,Rain,64
8,18,1,Snow,99
2,35,0,Clear,46
18,19,1,Clouds,16
2,27,0,Snow,54
22,20,0,Snow,37
12,26,1,Snow,41
21,22,0,Clear,19
21,32,0,Snow,76
15,15,0,Clear,38
13,23,1,Clear,84
18,23,1,Rain,36
8,20,1,Clear,40
5,33,0,Clear,38
18,30,0,Clouds,70
13,19,1,Clear,69
21,21,0,Snow,80
4,35,1,Clear,85
21,24,1,Rain,80
15,30,1,Rain,23
13,15,1,Clouds,94
21,30,0,Rain,87
5,21,1,Rain,34
15,22,0,Clouds,91
4,31,1,Rain,77
16,18,1,Snow,41
9,21,1,Rain,29
19,26,1,Snow,81
4,18,0,Clear,65
5,19,1,Rain,20
11,27,0,Snow,36
14,21,1,Clear,69
10,17,1,Clear,67
18,34,0,Rain,94
1,20,0,Clouds,95
4,31,1,Clouds,65
5,25,1,Rain,31
16,17,1,Rain,70
22,34,1,Rain,87
0,23,1,Clear,58
9,26,0,Snow,71
12,19,1,Clear,79
19,33,0,Snow,86
5,32,0,Rain,100
9,23,0,Clear,97
0,16,0,Clouds,27
7,30,0,Rain,87
21,21,0,Rain,51
13,25,0,Rain,31
11,20,0,Snow,24
12,17,0,Snow,80
2,24,1,Clear,85
17,29,0,Clouds,87
9,35,0,Clouds,67
6,30,0,Rain,79
16,21,1,Rain,91
17,33,1,Clear,76
0,31,0,Clear,54
23,21,0,Clouds,94
20,22,1,Rain,82
16,27,1,Clouds,82
20,28,0,Snow,95
4,25,1,Clouds,68
14,30,1,Clouds,68
6,31,1,Clouds,48
15,35,1,Clear,31
13,33,1,Snow,60
17,22,1,Clear,85
6,15,0,Clouds,42
4,22,0,Snow,88
17,32,1,Snow,10
21,25,1,Rain,74
22,27,0,Snow,12
1,27,0,Clear,90
2,19,1,Rain,25
6,31,1,Clear,13
12,35,0,Rain,55
7,29,0,Clear,53
18,35,0,Rain,17
23,20,1,Clear,37
21,31,0,Rain,77
10,17,1,Snow,83
11,33,0,Clear,84
1,32,1,Rain,73
8,24,1,Clear,99
3,27,0,Rain,77
19,30,0,Snow,67
21,18,1,Clear,10
11,34,1,Clear,91
18,24,0,Snow,73
7,20,0,Snow,42
3,32,1,Clear,98
3,24,0,Clear,60
15,28,0,Rain,46
2,28,1,Clear,87
16,16,0,Rain,43
7,15,0,Rain,16
8,16,0,Rain,68
2,31,0,Snow,20
19,20,0,Clouds,75
1,34,1,Snow,90
18,19,1,Clear,97
15,35,0,Clear,70
0,22,0,Rain,27
18,18,1,Snow,94
17,18,1,Clouds,58
18,33,1,Clouds,66
22,21,1,Snow,69
16,18,0,Clear,13
22,25,1,Clear,71
20,30,0,Clear,64
3,22,0,Rain,48
1,32,0,Snow,88
6,19,1,Clear,29
10,24,1,Clear,42
23,31,0,Clear,11
15,17,1,Clear,71
13,15,0,Clouds,45
3,32,0,Snow,81
17,25,1,Rain,43
15,26,1,Clouds,46
1,20,0,Rain,20
21,35,1,Snow,78
11,15,1,Clear,12
13,22,1,Rain,98
3,24,1,Clouds,24
5,22,1,Clouds,68
14,26,0,Clear,26
12,30,1,Clouds,87
4,29,1,Snow,10
5,21,0,Snow,95
5,18,0,Clouds,29
18,21,0,Clear,58
22,16,1,Snow,92
12,18,0,Snow,79
18,26,1,Clouds,52
23,26,0,Clouds,37
4,35,1,Clouds,81
20,16,0,Clouds,74
4,28,0,Rain,99
18,28,1,Rain,75
13,32,0,Clear,60
23,32,1,Rain,80
12,20,0,Clouds,70
5,21,0,Clear,58
1,30,0,Clear,36
6,28,0,Snow,60
4,18,0,Clouds,34
20,27,1,Clear,54
0,35,0,Rain,82
17,35,1,Clouds,19
12,33,1,Clear,37
7,17,1,Rain,40
14,33,0,Clear,38
5,22,0,Clear,78
9,25,1,Rain,68
10,17,1,Rain,66
20,34,1,Clear,77
12,30,0,Snow,22
23,20,1,Snow,46
5,31,1,Snow,19
18,35,1,Rain,30
23,27,1,Clouds,95
2,16,1,Clear,73
2,33,0,Rain,95
5,25,0,Rain,74
16,33,1,Clear,52
14,24,0,Snow,13
9,27,0,Snow,26
9,24,1,Snow,82
5,26,0,Snow,92
15,15,1,Snow,80
10,25,0,Clouds,31
0,35,0,Snow,23
6,27,0,Clouds,77
10,20,1,Clouds,66
0,26,1,Clouds,21
21,23,1,Rain,13
18,30,0,Snow,61
20,22,1,Rain,28
6,22,1,Snow,73
17,17,0,Clouds,82
15,19,1,Rain,59
21,35,1,Snow,85
23,21,1,Snow,26
5,19,1,Snow,74
4,17,1,Rain,28
11,17,0,Snow,97
10,24,0,Clouds,14
0,18,0,Clear,74
23,17,0,Snow,85
2,21,0,Rain,52
17,27,0,Snow,75
9,33,1,Rain,74
12,27,1,Snow,85
22,33,1,Snow,39
11,29,1,Snow,18
13,31,1,Rain,94
4,16,0,Clouds,91
18,34,0,Rain,29
23,15,1,Rain,10
1,23,0,Rain,69
16,15,0,Clear,27
10,21,1,Clear,66
15,30,0,Snow,90
20,28,1,Clouds,26
14,29,0,Rain,33
14,15,1,Rain,30
22,17,0,Clouds,34
4,25,1,Clear,83
4,21,1,Snow,90
21,23,1,Clear,59
17,28,0,Rain,77
2,26,0,Snow,52
5,20,0,Rain,50
19,27,1,Rain,48
21,21,1,Snow,84
10,23,0,Snow,34
22,31,1,Snow,27
3,18,1,Clouds,72
10,29,1,Clear,86
5,35,0,Snow,65
19,22,1,Rain,34
22,26,1,Clouds,19
21,19,1,Snow,48
0,23,0,Clear,45
15,23,1,Clear,81
7,27,0,Clear,85
6,21,0,Rain,47
8,20,0,Clear,24
8,15,0,Snow,59
23,35,0,Rain,95
19,28,0,Clear,72
13,25,1,Snow,95
4,31,0,Clear,56
18,25,0,Clear,47
23,30,0,Rain,78
21,16,1,Clouds,24
18,23,1,Clear,23
22,19,0,Rain,35
14,34,1,Snow,35
4,34,0,Snow,44
23,31,1,Snow,24
10,31,0,Clear,15
9,27,0,Clouds,100
4,29,0,Snow,62
1,35,1,Clear,20
10,35,1,Clear,47
13,15,0,Clouds,40
12,31,0,Rain,27
22,26,0,Snow,79
8,25,1,Rain,18
14,35,0,Snow,42
23,32,0,Clouds,29
20,35,1,Clear,81
0,20,0,Clouds,46
10,32,0,Rain,17
23,28,1,Clouds,65
17,32,0,Clouds,85
17,26,0,Clouds,29
13,28,0,Clouds,61
3,25,0,Clear,49
9,33,0,Clear,51
16,19,0,Snow,88
14,22,1,Clear,43
4,19,0,Clouds,44
6,28,0,Snow,23
14,30,1,Clear,90
21,31,1,Snow,25
7,17,0,Snow,14
10,32,0,Clouds,13
1,25,1,Clouds,15
19,33,0,Snow,54
13,25,0,Clouds,60
8,23,1,Snow,54
5,19,0,Clear,97
13,16,0,Snow,83
20,22,1,Clear,17
12,24,0,Clouds,99
1,32,0,Rain,43
0,20,0,Clear,82
3,17,1,Clouds,18
12,35,0,Clear,29
11,31,1,Clear,37
2,29,0,Rain,11
21,24,1,Clouds,25
3,17,1,Snow,79
2,30,0,Rain,43
9,25,1,Clouds,68
0,25,0,Snow,48
2,24,1,Clear,97
1,25,1,Clear,80
8,22,1,Snow,48
0,29,1,Clear,77
21,31,0,Rain,45
13,18,1,Clouds,47
18,15,0,Clear,41
2,30,0,Snow,58
1,30,1,Clear,37
9,33,1,Clear,64
22,15,0,Snow,55
22,22,0,Rain,48
22,31,0,Clouds,72
17,19,0,Rain,82
5,35,1,Rain,92
2,15,1,Clear,56
11,33,0,Clear,57
7,33,1,Snow,99
16,28,1,Snow,49
2,19,0,Rain,61
2,34,0,Rain,37
16,15,0,Rain,16
22,35,0,Rain,76
